rank,athlete,country,time,time_sec,sb,dnf,dob,age,sex,olympic,lockdown,prior_attend,case_pp,gdp2016,gdp2017,gdp2018,gdp2019,gdp2020,continent
98,Ambroise Uwiragiye,Rwanda,2H 25M 57S,8757,0,0,1980-12-31,35,Men,Rio2016,1,0,0.00473857393746503,8690485823,9253098954,9640280084,10355974217,10333991892,Africa
99,Ho Chin-ping,Taiwan,2H 26M 0S,8760,0,0,1983-10-23,32,Men,Rio2016,0,0,6.512636576530618e-4,NA,NA,NA,NA,NA,Asia
100,Mihail Krassilov,Kazakhstan,2H 26M 11S,8771,0,0,1990-03-05,26,Men,Rio2016,1,0,0.030637267759463894,137278000000,166806000000,179340000000,181667000000,169835000000,Asia
101,David Carver,Mauritius,2H 26M 16S,8776,0,0,1987-09-05,28,Men,Rio2016,1,0,0.0025012443317054146,12232469392,13259348214,14181930162,14046337855,10914065306,Africa
102,Mick Clohisey,Ireland,2H 26M 34S,8794,0,0,1986-01-13,30,Men,Rio2016,1,0,0.058556287056006365,298725000000,334602000000,384854000000,399122000000,425889000000,Europe
103,Hakim Sadi,Algeria,2H 26M 47S,8807,0,0,1992-11-14,23,Men,Rio2016,1,0,0.003607964353322223,160034000000,170097000000,175415000000,171158000000,145164000000,Africa
104,Roman Prodius,Moldova,2H 27M 1S,8821,0,0,1981-04-12,35,Men,Rio2016,1,0,0.06404743920556534,8071480541,9669759987,11456728401,11968699006,11914040905,Europe
105,Luis Alberto Orta,Venezuela,2H 27M 5S,8825,0,0,1989-01-15,27,Men,Rio2016,1,0,0.01043971005287217,NA,NA,NA,NA,NA,South America
106,Gantulga Dambadarjaa,Mongolia,2H 27M 42S,8862,0,0,1989-02-03,27,Men,Rio2016,1,0,0.04653002234090191,11186734674,11425755280,13108769496,13996719329,13137128659,Asia
107,Enzo Yanez,Chile,2H 27M 47S,8867,0,0,1985-09-13,30,Men,Rio2016,1,0,0.08394514832935757,250440000000,277035000000,297572000000,279385000000,252940000000,South America
108,Gáspár Csere,Hungary,2H 28M 3S,8883,0,0,1991-08-12,25,Men,Rio2016,1,0,0.08374603404638549,128471000000,142962000000,160431000000,163504000000,155013000000,Europe
109,Martin Esteban Cuestas,Uruguay,2H 28M 10S,8890,0,0,1986-12-08,29,Men,Rio2016,0,0,0.10936697097958475,57236652490,64233966861,64515038268,61231149881,53628827440,South America
110,Valdas Dopolskas,Lithuania,2H 28M 21S,8901,0,0,1992-04-30,24,Men,Rio2016,1,0,0.10296327615232904,43018087238,47640770634,53696648755,54639938780,55887271833,Europe
111,Fabiano Joseph Naasi,Tanzania,2H 28M 31S,8911,0,0,1985-12-24,30,Men,Rio2016,0,0,8.52107987092757e-6,49774021003,53320625959,57003713748,61136873747,62409748427,Africa
112,Makorobondo Salukombo,Congo (Kinshasa),2H 28M 54S,8934,0,0,1988-08-13,28,Men,Rio2016,1,0,5.267224261022081e-4,37134799975,38019265626,46831342213,50400746171,49868970641,Africa
113,Derek Hawkins,Great Britain,2H 29M 24S,8964,0,0,1989-04-29,27,Men,Rio2016,1,0,0.08288519972393721,2693250000000,2662480000000,2857320000000,2830810000000,2707740000000,Europe
114,Pierre-Célestin Nihorimbere,Burundi,2H 29M 38S,8978,0,0,1993-01-11,23,Men,Rio2016,0,0,5.061063692956754e-4,2959641047,3172292379,3036937141,3012308946,3258187233,Africa
115,Hristoforos Merousis,Greece,2H 29M 39S,8979,0,0,1982-03-22,34,Men,Rio2016,1,0,0.04500042981636096,192732000000,199631000000,212146000000,205327000000,189410000000,Europe
116,Anton Kosmac,Slovenia,2H 29M 48S,8988,0,0,1976-12-14,39,Men,Rio2016,1,0,0.12432729882458878,44736333522,48469082710,54137142149,54178877606,53589609581,Europe
117,José Amado García,Guatemala,2H 30M 11S,9011,0,0,1977-09-13,38,Men,Rio2016,1,0,0.019213514146663627,66053725049,71654134379,73208583759,77020015201,77604632171,North America
118,Andjelko Risticevic,Serbia,2H 30M 17S,9017,0,0,1985-12-23,30,Men,Rio2016,1,0,0.08234308493288026,40692643373,44179055280,50640650221,51475016532,52960134079,Europe
119,Ricardo Ramos,Mexico,2H 30M 20S,9020,0,0,1985-12-05,30,Men,Rio2016,1,0,0.02120424545813352,1078490000000,1158910000000,1222350000000,1268870000000,1076160000000,North America
120,Tesama Moogas,Israel,2H 30M 30S,9030,0,0,1988-02-02,28,Men,Rio2016,1,0,0.0990101023148062,318617000000,352668000000,370456000000,394652000000,401954000000,Asia
121,Ageze Guadie,Israel,2H 30M 45S,9045,0,0,1989-09-11,26,Men,Rio2016,1,0,0.0990101023148062,318617000000,352668000000,370456000000,394652000000,401954000000,Asia
122,Rui Pedro Silva,Portugal,2H 30M 52S,9052,0,0,1981-05-06,35,Men,Rio2016,1,0,0.09250476648980892,206286000000,220811000000,242195000000,239511000000,231227000000,Europe
123,Segundo Jami,Ecuador,2H 31M 7S,9067,0,0,1986-05-12,30,Men,Rio2016,1,0,0.027193922142757548,99937696000,104296000000,107562000000,108108000000,98808010000,South America
124,Diego Colorado,Colombia,2H 31M 20S,9080,0,0,1973-08-31,42,Men,Rio2016,1,0,0.09222295654468013,282825000000,311884000000,334198000000,323430000000,271347000000,South America
125,Bekir Karayel,Turkey,2H 31M 27S,9087,0,0,1982-05-10,34,Men,Rio2016,1,0,0.06597064916546919,869693000000,858996000000,778377000000,761428000000,720101000000,Asia
126,Nicolae-Alexandru Soare,Romania,2H 31M 53S,9113,0,0,1991-09-20,24,Men,Rio2016,1,0,0.056241339263223084,188129000000,211695000000,241457000000,249697000000,248716000000,Europe
127,Yared Shegumo,Poland,2H 31M 54S,9114,0,0,1983-01-10,33,Men,Rio2016,1,0,0.0761452711544404,472630000000,526509000000,587409000000,595862000000,594165000000,Europe
128,Mohammad Jafar Moradi,Iran,2H 31M 58S,9118,0,0,1990-04-10,26,Men,Rio2016,1,0,0.04314457190235948,417984000000,445345000000,294357000000,258245000000,191718000000,Asia
129,Byambajav Tseveenravdan,Mongolia,2H 36M 14S,9374,0,0,1990-07-07,26,Men,Rio2016,1,0,0.04653002234090191,11186734674,11425755280,13108769496,13996719329,13137128659,Asia
130,Son Myeong-jun,South Korea,2H 36M 21S,9381,0,0,1994-01-17,22,Men,Rio2016,0,0,0.0036227025501849716,1500110000000,1623900000000,1724850000000,1646740000000,1630530000000,Asia
131,Michael Kalomiris,Greece,2H 37M 3S,9423,0,0,1986-10-09,29,Men,Rio2016,1,0,0.04500042981636096,192732000000,199631000000,212146000000,205327000000,189410000000,Europe
132,Boonthung Srisung,Thailand,2H 37M 46S,9466,0,0,1981-05-30,35,Men,Rio2016,1,0,0.006491864510329788,413366000000,456357000000,506611000000,544264000000,501795000000,Asia
133,Ricardo Ribas,Portugal,2H 38M 29S,9509,0,0,1977-10-08,38,Men,Rio2016,1,0,0.09250476648980892,206286000000,220811000000,242195000000,239511000000,231227000000,Europe
134,Jorge Castelblanco,Panama,2H 39M 25S,9565,0,0,1987-09-23,28,Men,Rio2016,1,0,0.09892745102401798,57907700000,62202700000,64928300000,66787900000,52938100000,North America
135,Derlis Ayala,Paraguay,2H 39M 40S,9580,0,0,1990-01-07,26,Men,Rio2016,1,0,0.0627917443039146,36089550659,38997129474,40225448341,37906944075,35304238230,South America
136,Federico Bruno,Argentina,2H 40M 5S,9605,0,0,1993-06-18,23,Men,Rio2016,1,0,0.10647789062239156,557531000000,643629000000,517627000000,445445000000,383067000000,South America
137,Shim Jung-sub,South Korea,2H 42M 42S,9762,0,0,1991-02-21,25,Men,Rio2016,0,0,0.0036227025501849716,1500110000000,1623900000000,1724850000000,1646740000000,1630530000000,Asia
138,Kuniaki Takizaki,Cambodia,2H 45M 55S,9955,0,0,1977-08-08,39,Men,Rio2016,1,0,0.0042119218939969455,20016747754,22177200512,24571753584,27089389787,25291251427,Asia
139,Methkal Abu Drais,Jordan,2H 46M 18S,9978,0,0,1983-12-29,32,Men,Rio2016,1,0,0.07479128974021723,39892551127,41408960845,42932112676,44502895915,43697659275,Asia
NA,Wesley Korir,Kenya,NA,NA,NA,1,1982-11-15,33,Men,Rio2016,1,0,0.00362853418087344,69188755364,78965004656,87778582964,95503088538,98842939649,Africa
NA,Stanley Kipleting Biwott,Kenya,NA,NA,NA,1,1986-04-21,30,Men,Rio2016,1,0,0.00362853418087344,69188755364,78965004656,87778582964,95503088538,98842939649,Africa
NA,Isaac Korir,Bahrain,NA,NA,NA,1,1990-08-26,25,Men,Rio2016,1,0,0.15763262797054273,32234973404,35473776596,37652500000,38474521277,NA,Asia
NA,Tsepo Mathibelle,Lesotho,NA,NA,NA,1,1991-06-30,25,Men,Rio2016,1,0,0.005918538061815323,2114323794,2306843529,2514146888,2366213069,1844510138,Africa
NA,Wissem Hosni,Tunisia,NA,NA,NA,1,1985-03-08,31,Men,Rio2016,1,0,0.047239533420912666,41801284916,39802554352,39770478673,39195716330,39235672868,Africa
NA,Henryk Szost,Poland,NA,NA,NA,1,1982-01-20,34,Men,Rio2016,1,0,0.0761452711544404,472630000000,526509000000,587409000000,595862000000,594165000000,Europe
NA,Lungile Gongqa,South Africa,NA,NA,NA,1,1979-02-22,37,Men,Rio2016,1,0,0.03949387518085461,296357000000,349554000000,368289000000,351432000000,301924000000,Africa
NA,El Hadi Laameche,Algeria,NA,NA,NA,1,1990-03-05,26,Men,Rio2016,1,0,0.003607964353322223,160034000000,170097000000,175415000000,171158000000,145164000000,Africa
NA,Alemu Bekele,Bahrain,NA,NA,NA,1,1990-03-23,26,Men,Rio2016,1,0,0.15763262797054273,32234973404,35473776596,37652500000,38474521277,NA,Asia
NA,Abraham Niyonkuru,Burundi,NA,NA,NA,1,1989-12-26,26,Men,Rio2016,0,0,5.061063692956754e-4,2959641047,3172292379,3036937141,3012308946,3258187233,Africa
NA,Wirimai Juwawo,Zimbabwe,NA,NA,NA,1,1980-11-07,35,Men,Rio2016,1,0,0.006285504867244521,20548678100,19015327919,19523622342,16932434839,16768513443,Africa
NA,Tesfaye Abera,Ethiopia,NA,NA,NA,1,1992-03-31,24,Men,Rio2016,1,0,0.0024190703937959205,74296618481,81770791971,84269348327,95912590628,107645000000,Africa
NA,Tsegai Tewelde,Great Britain,NA,NA,NA,1,1989-12-08,26,Men,Rio2016,1,0,0.08288519972393721,2693250000000,2662480000000,2857320000000,2830810000000,2707740000000,Europe
NA,Daniele Meucci,Italy,NA,NA,NA,1,1985-10-07,30,Men,Rio2016,1,0,0.07115883099002564,1875800000000,1956950000000,2091120000000,2004910000000,1886450000000,Europe
NA,Andrey Petrov,Uzbekistan,NA,NA,NA,1,1986-10-13,29,Men,Rio2016,1,0,0.003646576662919241,81779012351,59159945321,50392607758,57726542785,57707189945,Asia
NA,Abdelmajid El Hissouf,Morocco,NA,NA,NA,1,1992-09-23,23,Men,Rio2016,1,0,0.015381994495992177,103312000000,109683000000,118096000000,119700000000,112871000000,Africa
1,Jemima Sumgong,Kenya,2H 24M 4S,8644,0,0,1984-12-21,31,Women,Rio2016,1,0,0.00362853418087344,69188755364,78965004656,87778582964,95503088538,98842939649,Africa
2,Eunice Kirwa,Bahrain,2H 24M 13S,8653,0,0,1984-05-20,32,Women,Rio2016,1,0,0.15763262797054273,32234973404,35473776596,37652500000,38474521277,NA,Asia
3,Mare Dibaba,Ethiopia,2H 24M 30S,8670,0,0,1989-10-20,26,Women,Rio2016,1,0,0.0024190703937959205,74296618481,81770791971,84269348327,95912590628,107645000000,Africa
4,Tirfi Tsegaye,Ethiopia,2H 24M 47S,8687,0,0,1984-11-25,31,Women,Rio2016,1,0,0.0024190703937959205,74296618481,81770791971,84269348327,95912590628,107645000000,Africa
5,Volha Mazuronak,Belarus,2H 24M 48S,8688,0,0,1989-04-14,27,Women,Rio2016,1,0,0.046316978754346476,47722657821,54726595249,60031262269,64409647194,60258239056,Europe
6,Shalane Flanagan,United States,2H 25M 26S,8726,1,0,1981-07-08,35,Women,Rio2016,1,0,0.10431821030985437,18745100000000,19543000000000,20611900000000,21433200000000,20936600000000,North America
7,Desiree Linden,United States,2H 26M 8S,8768,1,0,1983-07-26,33,Women,Rio2016,1,0,0.10431821030985437,18745100000000,19543000000000,20611900000000,21433200000000,20936600000000,North America
8,Rose Chelimo,Bahrain,2H 27M 36S,8856,0,0,1989-07-12,27,Women,Rio2016,1,0,0.15763262797054273,32234973404,35473776596,37652500000,38474521277,NA,Asia
9,Amy Cragg,United States,2H 28M 25S,8905,0,0,1984-01-21,32,Women,Rio2016,1,0,0.10431821030985437,18745100000000,19543000000000,20611900000000,21433200000000,20936600000000,North America
10,Kim Hye-song,North Korea,2H 28M 36S,8916,1,0,1993-03-09,23,Women,Rio2016,1,0,NA,NA,NA,NA,NA,NA,Asia
11,Kim Hye-gyong,North Korea,2H 28M 36S,8916,0,0,1993-03-09,23,Women,Rio2016,1,0,NA,NA,NA,NA,NA,NA,Asia
12,Jeļena Prokopčuka,Latvia,2H 29M 32S,8972,0,0,1976-09-21,39,Women,Rio2016,1,0,0.07334527266962923,28052325862,30383528686,34399206590,34055464655,33505185229,Europe
13,Valeria Straneo,Italy,2H 29M 44S,8984,1,0,1976-04-05,40,Women,Rio2016,1,0,0.07115883099002564,1875800000000,1956950000000,2091120000000,2004910000000,1886450000000,Europe
14,Kayoko Fukushi,Japan,2H 29M 53S,8993,0,0,1982-03-25,34,Women,Rio2016,0,0,0.006781696875160751,5003680000000,4930840000000,5036890000000,5148780000000,4975420000000,Asia
15,Gladys Tejeda,Peru,2H 29M 55S,8995,1,0,1985-09-30,30,Women,Rio2016,1,0,0.06367620423800353,191896000000,211007000000,222575000000,228471000000,202014000000,South America
16,Ana Dulce Félix,Portugal,2H 30M 39S,9039,0,0,1982-10-23,33,Women,Rio2016,1,0,0.09250476648980892,206286000000,220811000000,242195000000,239511000000,231227000000,Europe
17,Diana Lobačevskė,Lithuania,2H 30M 48S,9048,0,0,1980-08-07,36,Women,Rio2016,1,0,0.10296327615232904,43018087238,47640770634,53696648755,54639938780,55887271833,Europe
18,Milly Clark,Australia,2H 30M 53S,9053,0,0,1989-03-01,27,Women,Rio2016,1,0,0.0012797479938883804,1208850000000,1329190000000,1432880000000,1396570000000,1330900000000,Oceania
19,Tomomi Tanaka,Japan,2H 31M 12S,9072,0,0,1988-01-25,28,Women,Rio2016,0,0,0.006781696875160751,5003680000000,4930840000000,5036890000000,5148780000000,4975420000000,Asia
20,Fionnuala McCormack,Ireland,2H 31M 22S,9082,1,0,1984-09-24,31,Women,Rio2016,1,0,0.058556287056006365,298725000000,334602000000,384854000000,399122000000,425889000000,Europe
21,Iwona Lewandowska,Poland,2H 31M 41S,9101,0,0,1985-02-19,31,Women,Rio2016,1,0,0.0761452711544404,472630000000,526509000000,587409000000,595862000000,594165000000,Europe
22,Jessica Trengove,Australia,2H 31M 44S,9104,0,0,1987-08-15,28,Women,Rio2016,1,0,0.0012797479938883804,1208850000000,1329190000000,1432880000000,1396570000000,1330900000000,Oceania
23,Monika Stefanowicz,Poland,2H 32M 49S,9169,0,0,1980-05-15,36,Women,Rio2016,1,0,0.0761452711544404,472630000000,526509000000,587409000000,595862000000,594165000000,Europe
24,Lanni Marchant,Canada,2H 33M 8S,9188,0,0,1984-04-11,32,Women,Rio2016,1,0,0.03745756300222757,1527990000000,1649270000000,1721850000000,1741580000000,1644040000000,North America
25,Catherine Bertone,Italy,2H 33M 29S,9209,0,0,1972-05-06,44,Women,Rio2016,1,0,0.07115883099002564,1875800000000,1956950000000,2091120000000,2004910000000,1886450000000,Europe
26,Eva Vrabcová-Nývltová,Czech Republic,2H 33M 51S,9231,0,0,1986-02-06,30,Women,Rio2016,1,0,0.1561243636416608,196272000000,218629000000,248950000000,252498000000,245349000000,Europe
27,Lilia Fisikowici,Moldova,2H 34M 5S,9245,1,0,1989-03-29,27,Women,Rio2016,1,0,0.06404743920556534,8071480541,9669759987,11456728401,11968699006,11914040905,Europe
28,Alyson Dixon,Great Britain,2H 34M 11S,9251,0,0,1978-09-24,37,Women,Rio2016,1,0,0.08288519972393721,2693250000000,2662480000000,2857320000000,2830810000000,2707740000000,Europe
29,Maja Neuenschwander,Switzerland,2H 34M 27S,9267,0,0,1980-02-13,36,Women,Rio2016,1,0,0.08225400589604301,695601000000,704479000000,735539000000,731767000000,752248000000,Europe
30,Sonia Samuels,Great Britain,2H 34M 36S,9276,0,0,1979-05-16,37,Women,Rio2016,1,0,0.08288519972393721,2693250000000,2662480000000,2857320000000,2830810000000,2707740000000,Europe
31,Lisa Jane Weightman,Australia,2H 34M 41S,9281,0,0,1979-01-16,37,Women,Rio2016,1,0,0.0012797479938883804,1208850000000,1329190000000,1432880000000,1396570000000,1330900000000,Oceania
32,Madaí Pérez,Mexico,2H 34M 42S,9282,0,0,1980-02-02,36,Women,Rio2016,1,0,0.02120424545813352,1078490000000,1158910000000,1222350000000,1268870000000,1076160000000,North America
33,Olha Kotovska,Ukraine,2H 34M 57S,9297,1,0,1983-09-05,32,Women,Rio2016,1,0,0.05310176973353697,93355993629,112190000000,130902000000,153930000000,155582000000,Europe
34,Azucena Díaz,Spain,2H 35M 2S,9302,0,0,1982-12-19,33,Women,Rio2016,1,0,0.09088392090280903,1232080000000,1309300000000,1420300000000,1393050000000,1281480000000,Europe
35,Krista DuChene,Canada,2H 35M 29S,9329,0,0,1977-01-09,39,Women,Rio2016,1,0,0.03745756300222757,1527990000000,1649270000000,1721850000000,1741580000000,1644040000000,North America
36,Jovana de la Cruz,Peru,2H 35M 49S,9349,0,0,1992-07-12,24,Women,Rio2016,1,0,0.06367620423800353,191896000000,211007000000,222575000000,228471000000,202014000000,South America
37,Rasa Drazdauskaitė,Lithuania,2H 35M 50S,9350,0,0,1981-03-20,35,Women,Rio2016,1,0,0.10296327615232904,43018087238,47640770634,53696648755,54639938780,55887271833,Europe
38,Vaida Žūsinaitė,Lithuania,2H 35M 53S,9353,0,0,1988-01-13,28,Women,Rio2016,1,0,0.10296327615232904,43018087238,47640770634,53696648755,54639938780,55887271833,Europe
39,Yiu Kit Ching,Hong Kong,2H 36M 11S,9371,1,0,1988-02-20,28,Women,Rio2016,1,0,NA,NA,NA,NA,NA,NA,Asia
40,Jessica Draskau-Petersson,Denmark,2H 36M 14S,9374,0,0,1977-09-08,38,Women,Rio2016,1,0,0.05318668343951129,313116000000,332121000000,356841000000,347561000000,356085000000,Europe
41,Beata Naigambo,Namibia,2H 36M 32S,9392,0,0,1980-03-11,36,Women,Rio2016,1,0,0.04502313338969096,10721994676,12895153157,13681065175,12565772085,10699926683,Africa
42,Ahn Seul-ki,South Korea,2H 36M 50S,9410,0,0,1992-05-29,24,Women,Rio2016,0,0,0.0036227025501849716,1500110000000,1623900000000,1724850000000,1646740000000,1630530000000,Asia
43,Angie Orjuela,Colombia,2H 37M 5S,9425,0,0,1989-05-09,27,Women,Rio2016,1,0,0.09222295654468013,282825000000,311884000000,334198000000,323430000000,271347000000,South America
44,Anja Scherl,Germany,2H 37M 23S,9443,0,0,1986-04-12,30,Women,Rio2016,1,0,0.04519780649230953,3467500000000,3681730000000,3975350000000,3888330000000,3846410000000,Europe
45,Maryna Damantsevich,Belarus,2H 37M 34S,9454,0,0,1984-02-10,32,Women,Rio2016,1,0,0.046316978754346476,47722657821,54726595249,60031262269,64409647194,60258239056,Europe
46,Mai Ito,Japan,2H 37M 37S,9457,0,0,1984-05-23,32,Women,Rio2016,0,0,0.006781696875160751,5003680000000,4930840000000,5036890000000,5148780000000,4975420000000,Asia
47,Veerle Dejaeghere,Belgium,2H 37M 39S,9459,0,0,1973-08-01,43,Women,Rio2016,1,0,0.09677157756863718,475740000000,501523000000,543411000000,533255000000,515332000000,Europe
48,Margarita Hernández,Mexico,2H 38M 15S,9495,0,0,1985-12-03,30,Women,Rio2016,1,0,0.02120424545813352,1078490000000,1158910000000,1222350000000,1268870000000,1076160000000,North America
49,Kim Kum-ok,North Korea,2H 38M 24S,9504,0,0,1988-12-09,27,Women,Rio2016,1,0,NA,NA,NA,NA,NA,NA,Asia
50,Kenza Dahmani,Algeria,2H 38M 37S,9517,0,0,1980-11-18,35,Women,Rio2016,1,0,0.003607964353322223,160034000000,170097000000,175415000000,171158000000,145164000000,Africa
51,Anne-Mari Hyryläinen,Finland,2H 39M 2S,9542,0,0,1978-08-15,37,Women,Rio2016,1,0,0.018342388116485985,240608000000,255017000000,275580000000,268782000000,269751000000,Europe
52,Zsófia Erdélyi,Hungary,2H 39M 4S,9544,0,0,1987-12-10,28,Women,Rio2016,1,0,0.08374603404638549,128471000000,142962000000,160431000000,163504000000,155013000000,Europe
53,Yue Chao,China,2H 39M 9S,9549,0,0,1991-01-05,25,Women,Rio2016,1,0,6.553293262407884e-5,11233300000000,12310400000000,13894800000000,14279900000000,14722700000000,Asia
54,Sitora Hamidova,Uzbekistan,2H 39M 45S,9585,1,0,1989-05-12,27,Women,Rio2016,1,0,0.003646576662919241,81779012351,59159945321,50392607758,57726542785,57707189945,Asia
55,Anne Holm Baumeister,Denmark,2H 39M 49S,9589,0,0,1987-12-29,28,Women,Rio2016,1,0,0.05318668343951129,313116000000,332121000000,356841000000,347561000000,356085000000,Europe
56,Helalia Johannes,Namibia,2H 39M 55S,9595,0,0,1980-08-13,36,Women,Rio2016,1,0,0.04502313338969096,10721994676,12895153157,13681065175,12565772085,10699926683,Africa
57,Lizzie Lee,Ireland,2H 39M 57S,9597,0,0,1980-05-22,36,Women,Rio2016,1,0,0.058556287056006365,298725000000,334602000000,384854000000,399122000000,425889000000,Europe
58,Esma Aydemir,Turkey,2H 39M 59S,9599,0,0,1992-01-01,24,Women,Rio2016,1,0,0.06597064916546919,869693000000,858996000000,778377000000,761428000000,720101000000,Asia
59,Iuliia Andreeva,Kyrgyzstan,2H 40M 34S,9634,0,0,1981-03-07,35,Women,Rio2016,1,0,0.023585759521755265,6813092066,7702934800,8271106196,8871019823,7735976613,Asia
60,Andrea Deelstra,Netherlands,2H 40M 49S,9649,0,0,1985-03-06,31,Women,Rio2016,1,0,0.10831664757596977,783528000000,831810000000,913597000000,910194000000,913865000000,Europe
61,Ilona Marhele,Latvia,2H 41M 2S,9662,0,0,1986-04-05,30,Women,Rio2016,1,0,0.07334527266962923,28052325862,30383528686,34399206590,34055464655,33505185229,Europe
62,Viktoriia Poliudina,Kyrgyzstan,2H 41M 37S,9697,0,0,1989-06-29,27,Women,Rio2016,1,0,0.023585759521755265,6813092066,7702934800,8271106196,8871019823,7735976613,Asia
63,Dina Lebo Phalula,South Africa,2H 41M 46S,9706,0,0,1983-12-09,32,Women,Rio2016,1,0,0.03949387518085461,296357000000,349554000000,368289000000,351432000000,301924000000,Africa
64,Andrea Mayr,Austria,2H 41M 52S,9712,0,0,1979-10-15,36,Women,Rio2016,1,0,0.07274793480191863,395569000000,416207000000,454873000000,445075000000,430947000000,Europe
65,Krisztina Papp,Hungary,2H 42M 3S,9723,0,0,1982-12-17,33,Women,Rio2016,1,0,0.08374603404638549,128471000000,142962000000,160431000000,163504000000,155013000000,Europe
66,Svitlana Stanko-Klymenko,Ukraine,2H 42M 26S,9746,0,0,1976-05-13,40,Women,Rio2016,1,0,0.05310176973353697,93355993629,112190000000,130902000000,153930000000,155582000000,Europe
67,Mayada Al-Sayad,Palestine,2H 42M 28S,9748,0,0,1992-10-26,23,Women,Rio2016,1,0,NA,NA,NA,NA,NA,NA,NA
68,Nyakisi Adero,Uganda,2H 42M 39S,9759,1,0,1986-07-02,30,Women,Rio2016,1,0,0.0019972234975186376,29078589751,30744473840,32912338571,35170037381,37372032558,Africa
69,Adriana Aparecida da Silva,Brazil,2H 43M 22S,9802,0,0,1981-07-22,35,Women,Rio2016,1,0,0.09185060822219354,1795700000000,2063510000000,1916950000000,1877810000000,1444730000000,South America
70,Lim Kyung-hee,South Korea,2H 43M 31S,9811,0,0,1982-11-16,33,Women,Rio2016,0,0,0.0036227025501849716,1500110000000,1623900000000,1724850000000,1646740000000,1630530000000,Asia
71,Beverly Ramos,Puerto Rico,2H 43M 52S,9832,0,0,1987-08-24,28,Women,Rio2016,1,0,NA,NA,NA,NA,NA,NA,North America
72,Munkhzaya Bayartsogt,Mongolia,2H 43M 55S,9835,0,0,1993-10-10,22,Women,Rio2016,1,0,0.04653002234090191,11186734674,11425755280,13108769496,13996719329,13137128659,Asia
73,Erika Abril,Colombia,2H 44M 5S,9845,0,0,1978-03-29,38,Women,Rio2016,1,0,0.09222295654468013,282825000000,311884000000,334198000000,323430000000,271347000000,South America
74,Manuela Soccol,Belgium,2H 44M 18S,9858,0,0,1988-06-16,28,Women,Rio2016,1,0,0.09677157756863718,475740000000,501523000000,543411000000,533255000000,515332000000,Europe
75,Alina Armas,Namibia,2H 44M 20S,9860,0,0,1983-09-10,32,Women,Rio2016,1,0,0.04502313338969096,10721994676,12895153157,13681065175,12565772085,10699926683,Africa
76,Breege Connolly,Ireland,2H 44M 41S,9881,0,0,1978-02-01,38,Women,Rio2016,1,0,0.058556287056006365,298725000000,334602000000,384854000000,399122000000,425889000000,Europe
77,Marina Khmelevskaya,Uzbekistan,2H 45M 6S,9906,0,0,1990-07-30,26,Women,Rio2016,1,0,0.003646576662919241,81779012351,59159945321,50392607758,57726542785,57707189945,Asia
78,Marily dos Santos,Brazil,2H 45M 8S,9908,0,0,1978-02-05,38,Women,Rio2016,1,0,0.09185060822219354,1795700000000,2063510000000,1916950000000,1877810000000,1444730000000,South America
79,Hua Shaoqing,China,2H 45M 9S,9909,0,0,1994-02-12,22,Women,Rio2016,1,0,6.553293262407884e-5,11233300000000,12310400000000,13894800000000,14279900000000,14722700000000,Asia
80,Nebiat Habtemariam,Eritrea,2H 45M 21S,9921,0,0,1978-12-29,37,Women,Rio2016,1,0,0.0018271911419578072,NA,NA,NA,NA,NA,Africa
81,Anna Hahner,Germany,2H 45M 32S,9932,0,0,1989-11-20,26,Women,Rio2016,1,0,0.04519780649230953,3467500000000,3681730000000,3975350000000,3888330000000,3846410000000,Europe
82,Lisa Hahner,Germany,2H 45M 33S,9933,0,0,1989-11-20,26,Women,Rio2016,1,0,0.04519780649230953,3467500000000,3681730000000,3975350000000,3888330000000,3846410000000,Europe
83,Tünde Szabó,Hungary,2H 45M 37S,9937,0,0,1989-02-08,27,Women,Rio2016,1,0,0.08374603404638549,128471000000,142962000000,160431000000,163504000000,155013000000,Europe
84,Els Rens,Belgium,2H 45M 52S,9952,0,0,1983-02-19,33,Women,Rio2016,1,0,0.09677157756863718,475740000000,501523000000,543411000000,533255000000,515332000000,Europe
85,Luvsanlkhündegiin Otgonbayar,Mongolia,2H 45M 55S,9955,0,0,1982-07-13,34,Women,Rio2016,1,0,0.04653002234090191,11186734674,11425755280,13108769496,13996719329,13137128659,Asia
86,Visiline Jepkesho,Kenya,2H 46M 5S,9965,0,0,1989-12-30,26,Women,Rio2016,1,0,0.00362853418087344,69188755364,78965004656,87778582964,95503088538,98842939649,Africa
87,Nataliya Lehonkova,Ukraine,2H 46M 8S,9968,0,0,1982-12-27,33,Women,Rio2016,1,0,0.05310176973353697,93355993629,112190000000,130902000000,153930000000,155582000000,Europe
88,Ourania Rebouli,Greece,2H 46M 32S,9992,0,0,1989-05-16,27,Women,Rio2016,1,0,0.04500042981636096,192732000000,199631000000,212146000000,205327000000,189410000000,Europe
89,O. P. Jaisha,India,2H 47M 19S,10039,0,0,1983-05-23,33,Women,Rio2016,1,0,0.022676059830056265,2294800000000,2651470000000,2701110000000,2870500000000,2622980000000,Asia
90,Maor Tiyouri,Israel,2H 47M 27S,10047,0,0,1990-08-13,26,Women,Rio2016,1,0,0.0990101023148062,318617000000,352668000000,370456000000,394652000000,401954000000,Asia
